x coord,y coord,class
-13.407662,16.503063,0
29.961878,-45.032024,0
17.307037,-41.553104,0
23.123713,-48.71703,0
-10.473523,20.76968,0
6.2286367,-50.898457,0
-21.00929,16.266094,0
15.126792,-42.86398,0
-6.0080385,21.487053,0
-0.62167394,-22.966055,0
1.509357,-18.316526,0
28.071632,-45.908657,0
-18.811523,19.626705,0
-11.281877,20.488367,0
19.4815,-55.14842,0
0.7774864,10.548363,0
16.89402,-51.61711,0
27.994413,-52.513145,0
-10.032244,-25.747335,0
-6.3564773,-25.60355,0
-1.9708686,24.493176,0
24.581583,-55.280003,0
-8.776837,-27.990475,0
24.920902,-31.910454,0
26.15442,-48.706856,0
-4.705429,-30.418163,0
-15.250627,-23.016865,0
-33.943424,1.9063379,1
-12.347425,-18.322968,0
13.814938,-67.03052,0
-4.7861876,25.240242,0
-21.247723,23.2076,0
8.587118,-45.714886,0
20.685823,-51.361465,0
-9.099777,5.664883,0
5.1354933,-27.988297,0
-11.5430975,8.758972,0
-9.0581875,-14.290658,0
-8.55353,-18.433802,0
-5.317467,-14.078224,0
-4.588444,-16.237003,0
-15.385372,29.148485,0
-18.570606,21.079248,0
4.920006,28.987358,0
23.822868,-58.934654,0
-18.40791,15.747342,0
-13.127789,-19.87105,0
27.162954,-55.029987,0
-16.325573,16.792612,0
-12.937217,33.35122,0
-15.989666,27.581757,0
20.219337,-55.059174,0
28.802082,-40.258125,0
-6.9575434,-24.298586,0
24.04401,-50.931366,0
21.617645,-50.225037,0
15.97293,-52.02941,0
-2.7558105,21.17996,0
-8.519625,-17.776731,0
14.215793,-50.205414,0
13.70472,15.960152,0
16.404844,-52.141293,0
-8.172482,-24.114334,0
-4.799069,-19.119692,0
-7.8452864,-21.141586,0
17.432009,-54.6842,0
-21.364231,24.309486,0
-4.653607,-23.113445,0
-4.214705,-24.156097,0
-7.497867,-22.164948,0
-27.346266,18.008696,0
-6.4413714,-16.994097,0
-3.7060251,-24.386147,0
-23.933058,21.03587,0
24.725084,-57.11208,0
-23.53358,16.491346,0
-0.5489836,-20.887026,0
-15.756991,23.762253,0
-8.9636,22.858387,0
-4.1326547,-26.31278,0
16.861639,-46.985985,0
-14.010169,19.451347,0
-29.2336,-4.2365637,1
-8.69658,19.093672,0
29.169895,-57.60104,0
-14.738175,-10.12933,0
-3.9408422,-25.603739,0
-3.6010149,-13.456271,0
-17.711578,21.84768,0
23.165424,-46.464436,0
-11.034171,-19.342459,0
-6.1335897,8.707479,0
-10.25332,15.353794,0
0.13328303,23.449188,0
-9.6636305,18.89989,0
-9.977991,26.519749,0
22.247007,-48.105907,0
2.5900798,14.277299,0
-3.908061,-16.897781,0
-0.54375863,31.723452,0
-4.8378506,-16.332726,0
-6.6766996,35.91933,0
-8.010215,5.809928,0
-7.0782003,-13.943776,0
-31.631685,2.1815212,1
2.863223,30.829983,0
-28.946194,20.33785,0
3.689366,-19.778708,0
-8.693511,-17.225523,0
-14.035038,-16.600098,0
27.618744,-38.90518,0
-3.2442102,11.190528,0
-6.2646875,22.33313,0
-12.931062,-27.153265,0
-12.3118725,-18.7671,0
15.801426,-48.023186,0
13.10963,-27.600525,1
23.75641,-38.591125,0
-8.427555,5.379709,0
-15.2181015,13.616958,0
-6.631723,22.134212,0
-8.9108095,33.38093,0
23.299189,-46.9716,0
-13.645343,18.47679,0
27.354952,-55.345947,0
-4.4438124,17.217546,0
6.1741147,22.846043,0
-7.434121,26.246887,0
26.39093,-59.87801,0
15.063752,-44.591774,0
-5.688969,-25.647163,0
-21.492266,6.833919,0
20.436237,-49.717785,0
28.124628,-52.32963,0
17.017801,-46.725105,0
-6.630781,-21.95551,0
-16.1122,20.10705,0
21.153358,-51.760292,0
-6.263242,20.491238,0
-9.506338,20.85297,0
17.803886,-47.45869,0
16.4119,-56.14494,0
23.432491,-50.67838,0
28.522884,-53.240154,0
-3.6742802,-29.425522,0
-11.070977,-8.50552,0
-2.9907773,-17.493458,0
-0.019676335,21.02111,0
-6.655291,-23.3933,0
17.569502,-51.500217,0
-12.604955,13.610347,0
1.5151867,-16.184393,0
-1.1935042,-16.612288,0
17.448969,-46.157654,0
17.972084,-56.128395,0
-12.674775,-26.681433,0
-19.463827,29.969048,0
6.0508785,-52.159103,0
-9.259647,-24.690834,0
-11.958648,24.56663,0
15.757824,-54.198917,0
-9.141523,-21.263947,0
-14.901332,-21.35861,0
21.131756,-51.8448,0
-8.430936,-8.991239,0
-1.0063522,22.391666,0
-9.989971,8.923801,0
-13.656255,24.214386,0
15.464892,-49.97338,0
-15.618633,-18.839088,0
-6.641156,22.923407,0
-12.958951,-21.522537,0
29.171305,-56.24442,0
17.137184,-44.29625,0
28.449398,-47.656223,0
25.57453,-51.229683,0
9.438523,-38.0529,0
-6.224437,-18.845963,0
-7.8639035,17.492512,0
-6.605144,-16.800987,0
-12.398266,-29.49575,0
-2.6853235,-17.531775,0
15.479816,-48.484383,0
20.435768,-54.221798,0
16.229345,-59.50537,0
-8.11674,-13.34823,0
-6.6209736,24.210466,0
2.271268,-6.829235,0
1.756701,-20.94211,0
-18.068493,12.448226,0
7.6111727,-48.33634,0
-2.194795,14.437963,0
-27.917938,-7.8781214,1
-17.066143,17.466679,0
21.204613,-56.56511,0
-18.642313,28.803068,0
5.8805656,-49.835396,0
-9.924199,-17.548275,0
-6.3156238,28.415882,0
23.311327,-48.03633,0
8.335434,-27.71728,0
15.865439,-52.309174,0
18.931164,-51.79739,0
21.38127,-53.80929,0
13.31743,-52.70628,0
-24.41965,27.951813,0
-5.171852,28.32624,0
-3.7105398,-18.294622,0
21.967728,-55.461933,0
0.0580067,13.466712,0
-18.814379,24.973177,0
24.186493,-49.00342,0
-6.3334217,-21.757277,0
-2.351904,-12.49646,0
1.3036178,-23.111095,0
24.691051,-53.049587,0
-14.703619,22.42639,0
22.932413,-55.244904,0
-2.574941,15.362587,0
-18.435438,16.118391,0
-10.865428,-29.933361,0
-7.496883,-27.262846,0
-4.777879,-17.082636,0
16.290108,-51.174995,0
-9.449839,-17.896408,0
25.610205,-52.67853,0
-4.7559896,21.486458,0
-18.119598,16.690334,0
19.261122,-51.42615,0
26.896982,-50.693848,0
21.982666,-45.27519,0
22.17153,-54.79656,0
-6.070773,-13.5738125,0
16.982393,-55.2427,0
-6.7421083,-13.069946,0
29.178566,-43.872807,0
23.22899,-58.41577,0
-9.481533,26.68523,0
-10.542302,18.328442,0
15.220113,-43.650005,0
25.557724,-63.40124,0
-11.703671,20.642094,0
-6.241078,-27.264303,0
33.33822,-46.01207,0
-14.660662,25.329002,0
-5.4676414,-17.875612,0
4.423669,-22.348978,0
-2.3579173,9.085881,0
28.949343,-46.172775,0
26.537931,-47.72583,0
-18.771189,14.717974,0
20.819702,-59.35458,0
-5.5812902,5.953562,0
2.0657036,27.732231,0
-7.9945755,-17.400118,0
24.064266,-52.085415,0
-5.6987333,18.690937,0
-3.7083657,-22.626795,0
-19.68807,-24.325125,0
-14.585502,32.66659,0
31.47986,-54.117825,0
-1.8983763,-19.324396,0
7.31812,-19.31215,0
11.3865385,-54.400215,0
1.5217615,-23.740133,0
-16.240982,21.133957,0
1.7952448,22.080612,0
-9.916472,-16.323261,0
-4.7880635,5.3229213,0
21.482792,-36.47855,0
29.16432,-57.09683,0
24.435188,-48.984177,0
-6.976767,22.569288,0
-7.3956304,5.7182193,0
-1.1375896,-17.92743,0
-8.023459,-21.873682,0
-0.817419,-23.646807,0
-14.379554,9.343085,0
-6.1963987,11.78016,0
-8.632668,-17.062384,0
-10.478712,9.01235,0
3.3642075,18.914373,0
22.148388,-38.964703,0
-15.199173,14.370481,0
-18.694098,7.329497,0
-15.496699,27.903429,0
22.173107,-52.925083,0
-17.639242,13.094337,0
-4.148123,18.46979,0
3.9782565,24.119045,0
-29.692244,16.77252,0
-8.224893,-16.029938,0
30.328728,-56.302235,0
-6.561419,33.4069,0
2.3395987,14.305183,0
4.295807,16.390326,0
29.619385,-58.71482,0
25.589514,-50.834637,0
17.745502,-47.16101,0
-1.1176236,-17.259493,0
-1.3057325,-27.782156,0
20.62,-41.402653,0
24.50972,-47.72104,0
-12.143341,-25.587915,0
-11.3684225,23.9499,0
-10.65623,-20.936989,0
17.759634,-60.21061,0
-5.589995,-21.374468,0
18.165586,-54.992847,0
-13.367866,-20.279623,0
-6.717309,29.164328,0
-3.686448,-15.568078,0
15.892029,-45.933,0
-3.050326,-18.775364,0
-22.597889,22.534565,0
-5.6328015,-25.093557,0
-8.162574,28.221289,0
-1.9209049,30.658129,0
-5.177519,-25.757597,0
-1.5447656,-24.425842,0
-2.7090077,-17.098448,0
-0.93688434,-24.114288,0
-2.4265754,-9.899174,0
-4.636098,18.473019,0
20.676655,-58.801373,0
22.05622,-51.97384,0
29.499308,-58.18197,0
3.9826083,-53.287792,0
-13.701753,-22.036514,0
34.575836,-37.350628,0
-29.11975,14.702205,0
-6.749779,9.303383,0
-2.8675458,33.83241,0
-14.561031,21.00006,0
18.594946,-56.556416,0
-12.962389,14.628951,0
10.825991,-33.57331,1
24.40262,-49.519783,0
-3.2530444,-25.613815,0
27.2861,-52.99238,0
3.4128284,11.333252,0
-8.113124,-18.500473,0
7.6591945,-48.649246,0
-9.670447,12.744238,0
-6.913964,8.296739,0
-1.0714086,23.176935,0
-2.80848,-16.770805,0
-3.368392,-14.652246,0
19.93597,-41.96521,0
-3.3290281,19.196571,0
-3.4764156,-25.107552,0
-11.088546,-21.470358,0
-11.614564,18.504702,0
-17.318377,21.937687,0
-0.38371223,-25.139545,0
-0.6415105,-19.182747,0
-11.105667,19.126251,0
-5.658172,-21.402004,0
-2.4750774,-18.863457,0
-12.23788,19.605286,0
-12.392847,-21.837973,0
-5.182488,12.949896,0
