x coord,y coord,class
35.76305542037555,-54.094277642660266,0
-26.626405584511947,-25.971848026080114,0
3.5131047059839604,-1.4497830612393532,0
33.24767748599776,-44.89458368011027,0
35.168230046280755,-49.308681942852026,0
14.252944919465245,6.752243419582235,0
34.548108602794436,-49.59911780578494,0
-14.76713558527121,-21.465951210472387,0
37.14400761740802,-54.715847558216325,0
8.557632721245135,17.6947380726299,0
-17.642299405824076,-28.104834966558283,0
-30.907717235354824,-10.391803915037867,0
45.950504197199784,-46.47803302277778,0
43.713763902384585,-42.464106233750144,0
18.614055976743806,4.070671384765909,0
9.82435998433765,8.793086537279628,0
38.36651200824268,-49.69107474319711,0
-27.218771439845767,-24.171324195488022,0
41.368350601916084,-53.40484292261056,0
-31.964190089246475,-31.33346736260405,0
26.231023873054205,27.69358124626813,0
0.4333505376338156,11.020129775446888,0
43.66472555599615,-57.88672381602378,0
23.692453741700955,5.526340012998233,0
-42.69488166928576,-16.238804651536398,0
40.11302379362126,-50.348298601890995,0
-28.79597876336725,-21.088990976435234,0
-17.21656232270392,-23.604100317205265,0
19.64405110137458,7.011120389908049,0
3.327696393118366,2.0380681355584134,0
37.463566677874375,-48.24904669661893,0
-21.807088936427206,-27.200192525603782,0
-30.959732458020625,-14.792696012699636,0
-24.367807582746803,-14.132061055396596,0
-17.723196176598137,-13.470211257841948,0
-45.639166393262414,-17.230795635561815,0
36.2552184926417,-49.43762291138293,0
39.118660625784194,-51.33389153262168,0
42.06639908110555,-46.226342814204195,0
46.322643321134365,-50.47427825609925,0
10.604253927887559,11.407403248281593,0
-38.46587960583297,-16.409917330288078,0
14.428896192869122,14.334760813636418,0
-11.87695666385708,11.31149345599731,0
9.38168259078233,6.972971318292114,0
43.956584131143394,-47.04452050640445,0
30.0321709525778,-51.87948848998447,0
12.199515490362677,8.4158904004519,0
4.961799488925313,9.924020663767083,0
42.18040725534183,-52.33751699580405,0
37.12814977676814,-49.11623643304395,0
34.54992276034939,-50.11752495773244,0
39.90127377294573,-50.95516467755061,0
4.471619734046107,29.942618052784663,0
19.017069362977004,-10.504633254596854,0
27.341103241020488,16.462204845943575,0
12.713982443891592,4.624689801424364,0
34.41918549173777,-52.18565363035102,0
-3.1220340824802744,23.36161881633669,0
16.93639068229199,8.494199758605113,0
-24.674085357506492,-29.535668486721008,0
-5.716198575551356,5.111639068567379,0
14.824104893929343,-2.590945238086398,0
44.27678633718696,-46.17189352765162,0
-31.352696378413967,-19.72479218866036,0
40.97576410192027,-48.29744200571781,0
37.149223685056945,-45.71525073655862,0
19.280433750027147,12.017659234318884,0
16.680976151560756,13.12383545783391,0
15.553051790012452,11.612303922559047,0
32.17619738178302,-44.31132750939802,0
-16.071797829016603,-23.014084794200016,0
39.458084386637594,-47.549350343770804,0
-36.97705902415844,-18.89304582119654,0
7.702049112870415,2.3131275701947915,0
2.005043873961027,11.034664259896505,0
32.7903148570897,-45.61513132522222,0
36.32547258093947,-54.47808739990886,0
10.043888135396713,11.016152209226021,0
-26.279644986923003,-27.043788302280028,0
44.57444287142201,-46.747394607896396,0
-25.43826002595876,-25.09737753349988,0
23.303682976126144,9.472952518768572,0
-36.190651779222925,-10.715659494257565,0
22.906218322253757,-10.15550923602487,0
-42.588270533905046,-6.701911979268525,0
41.54205365456259,-49.81503343818984,0
19.691298847997032,-1.7147241033436185,0
7.082676298993831,-7.055973662143796,0
30.68503248349509,-53.67423728690159,0
-40.1754653418905,-15.34760566027011,0
34.83440811698089,-54.510344591404696,0
39.35317558700497,-51.72154241982585,0
-43.116730029202536,-17.482392424885976,0
36.984007098166614,-51.18704992134558,0
-21.734623024593787,-19.783596257260584,0
-30.37856705067847,-34.53053436991246,0
22.589069716161447,9.064742931258253,0
37.161253690799136,-53.387675437094934,0
-32.47922586665805,-30.065833228304214,0
45.050476482364815,-54.24998129401899,0
14.753688074828736,6.832486041141257,0
48.44966373231617,-40.80357823745106,0
39.776946805903364,-52.53217845063523,0
4.297250846786682,-6.18549799194443,0
13.484920653153871,17.319508438914365,0
30.270240999898075,-49.186092081115625,0
34.48995542121954,-51.13736040916379,0
-34.216038746685214,-24.60296603081704,0
