x coord,y coord,class
41.48041,-52.278297,0
8.698737,8.7206955,0
-18.834816,-30.400757,0
22.698612,-19.142008,1
-4.073517,8.815376,0
-34.762768,-17.743668,0
-29.049889,-25.194044,0
31.435263,-47.770752,0
-40.60884,-11.958016,0
-34.128353,-22.978611,0
8.585681,11.885185,0
-25.410082,-11.253731,0
-29.205975,-20.944208,0
-33.474777,-31.866365,0
24.527294,10.092384,0
30.088165,-61.82203,1
9.054302,-5.858917,0
-32.283695,-14.258641,0
36.138405,-45.133003,0
-32.31805,-5.885542,0
-26.467348,-27.141436,0
43.430183,-48.444126,0
-31.063334,-19.620153,0
14.890906,2.1677566,0
-32.523006,-22.548876,0
43.191044,-51.942913,0
17.304548,-17.80974,1
-28.48932,-20.757215,0
28.79985,-49.025333,0
34.14471,-58.844,1
-25.08652,-17.331665,0
-8.596756,4.444372,0
-19.70969,-30.684484,0
-21.167732,-29.181202,0
6.9880652,-1.5884959,0
-29.455246,-28.576454,0
-36.00184,0.4477241,0
-26.522272,-26.903328,0
42.26268,-49.888,0
9.789047,15.91404,0
45.684002,-46.648563,0
41.993813,-52.553165,0
40.26632,-49.049446,0
6.7287464,14.240864,0
13.533903,1.9511206,0
17.847637,13.770455,0
-33.139557,-12.539426,0
41.22366,-46.611004,0
39.458084,-47.54935,0
34.165195,-50.971874,0
-29.277752,-9.689809,0
-6.836386,5.722415,0
36.8593,-54.336956,0
41.83665,-53.13859,0
7.771208,19.32484,0
9.603535,3.7139494,0
-40.45912,-15.418851,0
42.877808,9.871024,0
-40.931705,-27.288395,0
46.39498,-50.540672,0
11.151414,-4.588405,0
42.382595,-50.164566,0
41.065174,-56.598274,0
45.600822,-48.18123,0
-44.533344,-20.594782,0
-38.795334,-22.228117,0
-19.707396,-13.400003,0
9.639448,11.300497,0
34.548107,-49.599117,0
37.33099,-45.119823,0
-36.128784,-20.737354,0
44.78643,-52.06258,0
-5.203734,19.623545,0
39.235123,-52.427105,0
-40.31985,-26.355715,0
5.889608,-0.6868064,0
12.27431,9.333293,0
-24.505566,-39.539047,0
30.458725,-13.474578,1
41.729187,-51.647213,0
-1.4969004,10.914188,0
-31.991106,-17.65704,0
-23.353832,-40.51801,0
40.023884,-53.4122,0
25.513151,11.241334,0
45.162643,-51.654057,0
-25.536388,-29.013412,0
2.9551907,9.280769,0
44.785397,-47.408886,0
48.425014,-47.63117,0
-36.329926,-20.802277,0
39.393215,-45.432407,0
-30.181292,-25.648819,0
14.208358,12.838201,0
-30.294016,-27.165554,0
-32.01169,-21.19109,0
15.536068,7.4901485,0
-28.154875,-10.814076,0
28.202135,-62.83303,1
-7.471113,-0.33805564,0
3.1757803,-1.6732825,0
40.36019,-50.636345,0
-47.599052,-14.06596,0
8.591585,2.846098,0
-3.148214,14.522843,0
40.926674,-55.214947,0
-34.525215,-0.12658767,0
36.167274,-45.988777,0
42.0664,-46.22634,0
-37.814724,-35.596664,0
6.030346,8.680327,0
36.73789,-53.753742,0
39.98871,-45.038544,0
38.663486,-48.20811,0
-0.31777966,-1.9007026,0
42.749165,-54.072174,0
-0.7519271,2.3300674,0
43.7353,-50.56711,0
10.101414,21.620031,0
-29.863358,-12.237633,0
25.738256,-16.552006,1
-26.695925,-19.755468,0
-29.538029,-30.136581,0
40.173355,-53.881516,0
46.639923,-53.15455,0
40.585625,-48.877117,0
17.025406,15.815947,0
43.451313,-52.199272,0
11.109696,2.6973739,0
-40.434753,-8.941602,0
-31.878792,-22.662962,0
-0.68312687,6.5769525,0
-12.9825735,15.024546,0
37.57502,-51.341774,0
19.214306,1.4116051,0
15.364281,8.881336,0
-20.873215,-7.4727354,0
40.080406,-45.258266,0
33.18104,-60.575832,1
36.512856,-37.070065,0
42.952885,-47.2855,0
38.26755,-44.718884,0
42.688667,-53.64401,0
-17.180134,-18.342056,0
38.81087,-51.48102,0
-25.402643,-15.926827,0
-28.629883,-19.968395,0
6.7347307,6.866495,0
-14.1397,-29.701313,0
-29.14774,-37.752605,0
40.365635,-50.28719,0
22.06012,24.086107,0
-38.10269,-20.025131,0
39.583225,-53.579212,0
-12.255884,18.382307,0
15.076157,18.053093,0
36.132893,-53.008682,0
-24.02225,-37.588013,0
-33.015335,-22.568214,0
-26.181208,-16.463614,0
-20.446001,-22.127783,0
39.745525,-47.208336,0
-33.191105,-26.072521,0
13.369804,5.189004,0
5.0862265,9.95201,0
-29.730404,-12.978549,0
-21.175842,-27.163692,0
32.63116,-48.425354,0
-19.858805,-15.469529,0
-31.96419,-31.333467,0
-2.786433,-12.515357,0
19.225775,6.880918,0
45.021687,-47.635334,0
-29.05858,-29.509886,0
16.314,13.463052,0
40.810856,-53.300022,0
-21.5404,-16.206865,0
39.362125,-56.01882,0
-21.42639,-12.501097,0
-10.822115,1.6671515,0
35.577442,-56.361565,0
-34.77943,-25.267937,0
40.64388,-51.467587,0
36.28193,-50.393738,0
0.692631,3.3941536,0
9.197377,5.991829,0
-22.77851,-13.143705,0
17.383589,9.968789,0
-36.303288,1.8036212,1
-37.14264,-17.935303,0
-40.362427,-19.804726,0
-40.154984,-28.915915,0
42.24765,-56.118553,0
26.064678,16.853306,0
8.167401,13.596428,0
18.506023,8.642563,0
-33.9759,-14.911937,0
-37.7962,-29.576048,0
37.28601,-47.275803,0
40.842934,-50.648132,0
41.9883,-50.543457,0
20.431427,2.1141171,0
30.938448,10.812083,0
34.043896,-47.47389,0
-34.048565,-15.454224,0
-29.649858,-19.725964,0
35.34022,-49.890327,0
-17.340534,-28.820906,0
14.336358,11.783173,0
41.30173,-48.929935,0
29.354406,31.100214,0
-34.342327,-6.7405977,0
6.368841,4.2013893,0
-25.289745,-11.309902,0
35.396584,-52.94454,0
2.948326,2.9727106,0
-19.247921,-8.961034,0
-30.717825,-26.940966,0
39.61775,-45.047886,0
-19.497532,-28.105799,0
3.330143,4.433126,0
12.292073,12.694387,0
4.293586,12.859369,0
43.942135,-51.074524,0
42.39567,-48.482674,0
38.14958,-47.8223,0
-28.264475,-12.818919,0
13.333514,11.375742,0
18.515953,6.948663,0
-38.007706,-4.5011835,0
43.92282,-50.86598,0
-26.270296,-22.220474,0
-39.344044,-16.206987,0
43.520702,-49.77444,0
-29.111818,-21.88685,0
9.316714,-3.2072384,0
-45.47288,-36.985714,0
17.570307,8.906022,0
-46.574577,-23.147713,0
-42.213448,-19.737635,0
37.843376,-50.39635,0
-27.911951,-22.3687,0
-32.42283,-36.40752,0
-26.522692,-19.339529,0
5.8103547,-1.7748467,0
36.131824,-46.43841,0
39.703274,-50.975914,0
-21.035492,-0.8231021,0
38.22738,-53.17606,0
41.453125,-51.47178,0
12.551507,4.223147,0
-0.08799671,20.120522,0
-19.853966,-10.5563135,0
45.126957,-51.20841,0
41.946434,-51.09728,0
-30.457878,-23.837896,0
37.12148,-50.377098,0
39.11866,-51.333893,0
37.886948,-49.934673,0
2.860919,16.66309,0
-8.455027,19.642805,0
43.5915,-48.699306,0
17.17143,2.9847007,0
8.927574,12.083777,0
-18.293558,-21.27761,0
42.46059,-51.26268,0
14.895586,26.3566,0
-24.925209,-24.792725,0
44.56956,-44.51272,0
44.16608,-53.60303,0
-26.300318,-25.111725,0
-24.86257,-15.630387,0
19.630362,14.26844,0
-39.93254,-24.324875,0
-0.7338115,22.737926,0
38.484848,-55.325962,0
24.01533,-26.018711,1
3.88063,24.228725,0
34.16616,-49.451843,0
21.606588,13.872104,0
41.567703,-47.15622,0
39.47537,-47.528313,0
-39.630802,-21.743603,0
35.667347,-55.62903,0
-21.119577,-9.072508,0
35.92122,-45.331657,0
39.264557,-54.30975,0
-43.58372,-2.6955838,0
37.743084,-54.04672,0
38.65214,-46.524628,0
13.700319,-2.61024,0
-23.97107,-16.18155,0
42.578285,-53.402176,0
-11.5584135,15.913795,0
38.924034,-44.6923,0
-28.460125,-31.649021,0
-33.426033,-24.52577,0
8.385182,23.94872,0
12.035503,12.74863,0
53.135597,-56.532814,0
14.252136,-5.7302165,0
37.873314,-46.609768,0
30.199924,-4.1971483,0
43.96868,-49.99099,0
6.3362803,1.7960088,0
11.146677,7.9344683,0
37.82364,-43.21305,0
-38.28253,-37.780807,0
33.735992,-44.8148,0
39.262016,-52.374985,0
-39.18768,-23.122572,0
34.09872,-60.8377,1
-39.924465,-6.0459394,0
40.969654,-49.27178,0
-23.537561,-18.228535,0
40.631725,-51.619644,0
6.4316926,30.811525,0
34.487244,-49.884014,0
38.002167,-56.808083,0
13.767311,6.287627,0
-12.371943,-42.31309,0
-35.562428,-17.736244,0
47.261623,-50.350014,0
34.23806,-51.67199,0
-37.816753,-24.043486,0
-33.58646,-15.505766,0
2.6246874,1.0156932,0
10.065116,-5.718189,0
38.95922,-49.762684,0
